"","date","Spending_on_all_cards"
"72",2020-05-17,72.5159827189423
"73",2020-05-18,73.5546274943423
"74",2020-05-19,74.3233575848534
"75",2020-05-20,75.496311561815
"76",2020-05-21,76.6438735895924
"77",2020-05-22,78.2676998083184
"78",2020-05-23,79.995033505858
"79",2020-05-24,80.4556197319265
"80",2020-05-25,80.8930509991926
"81",2020-05-26,81.5133932518138
"82",2020-05-27,82.0856414055533
"83",2020-05-28,83.7197145130511
"84",2020-05-29,85.7997511531299
"85",2020-05-30,86.2904997831352
"86",2020-05-31,86.7905646138437
"87",2020-06-01,84.001875845688
"88",2020-06-02,85.115232718788
"89",2020-06-03,86.1756477313444
"90",2020-06-04,86.220760641537
"91",2020-06-05,85.3409259401768
"92",2020-06-06,85.2497946024255
"93",2020-06-07,85.2919932454586
"94",2020-06-08,88.783942357381
"95",2020-06-09,88.3145627999625
"96",2020-06-10,87.8912844806382
"97",2020-06-11,87.7291434253722
"98",2020-06-12,87.6972519409596
"99",2020-06-13,88.3315526337539
"100",2020-06-14,88.7103325477587
"101",2020-06-15,88.8201790001931
"102",2020-06-16,89.1400886874262
"103",2020-06-17,89.6324421540917
"104",2020-06-18,89.8825157461336
"105",2020-06-19,90.5175745770353
"106",2020-06-20,91.2025812091634
"107",2020-06-21,91.2644644243736
"108",2020-06-22,91.1668214565936
"109",2020-06-23,91.7077558137112
"110",2020-06-24,91.451861227132
"111",2020-06-25,91.8295765573462
"112",2020-06-26,92.877945037755
"113",2020-06-27,93.4148593963675
"114",2020-06-28,94.2890092159154
"115",2020-06-29,95.9206537338323
"116",2020-06-30,97.2225373055382
"117",2020-07-01,99.3372588314289
"118",2020-07-02,100.040409466161
"119",2020-07-03,100.254118806518
"120",2020-07-04,100.438847117488
"121",2020-07-05,100.529777713284
"122",2020-07-06,99.9463443774862
"123",2020-07-07,99.1623330983748
"124",2020-07-08,97.8989552047757
"125",2020-07-09,97.6129910543071
"126",2020-07-10,96.8504443189663
"127",2020-07-11,96.5979080381231
"128",2020-07-12,96.5324545833132
"129",2020-07-13,96.4853816501051
"130",2020-07-14,95.7905361760527
"131",2020-07-15,95.8680977628813
"132",2020-07-16,95.6302798752894
"133",2020-07-17,95.8970349281954
"134",2020-07-18,96.0106146724634
"135",2020-07-19,95.8687493114002
"136",2020-07-20,95.6671890067983
"137",2020-07-21,95.5031726541948
"138",2020-07-22,95.2213014018026
"139",2020-07-23,95.7483237462781
"140",2020-07-24,96.5593546941186
"141",2020-07-25,97.169876244663
"142",2020-07-26,97.8452706857031
"143",2020-07-27,98.8489603192155
"144",2020-07-28,99.8446430045902
"145",2020-07-29,100.879597810584
"146",2020-07-30,102.10112056258
"147",2020-07-31,103.498908637929
"148",2020-08-01,104.084531602761
"149",2020-08-02,104.053404478765
"150",2020-08-03,100.286057113546
"151",2020-08-04,100.770582269213
"152",2020-08-05,100.560041611042
"153",2020-08-06,99.6250934884649
"154",2020-08-07,97.7316512545521
"155",2020-08-08,96.1755158268014
"156",2020-08-09,95.7318966170763
"157",2020-08-10,98.9331354751772
"158",2020-08-11,97.4998198729843
"159",2020-08-12,96.7553471830847
"160",2020-08-13,96.2593650900673
"161",2020-08-14,96.4448081456785
"162",2020-08-15,96.8396215143478
"163",2020-08-16,97.1377451233754
"164",2020-08-17,97.1100168635158
"165",2020-08-18,97.0612711553848
"166",2020-08-19,96.5617022984436
"167",2020-08-20,95.963574724932
"168",2020-08-21,95.5525613104066
"169",2020-08-22,95.9223167613829
"170",2020-08-23,95.9734340025894
"171",2020-08-24,96.0094150959902
"172",2020-08-25,96.5450035300324
"173",2020-08-26,97.6391733507755
"174",2020-08-27,99.0698386265748
"175",2020-08-28,100.720634884585
"176",2020-08-29,101.821548766132
"177",2020-08-30,102.510012066718
"178",2020-08-31,103.763446733482
"179",2020-09-01,105.281472464529
"180",2020-09-02,105.11662147187
"181",2020-09-03,104.789728125502
"182",2020-09-04,103.591254585105
"183",2020-09-05,102.882745716018
"184",2020-09-06,102.488681117482
"185",2020-09-07,101.307204290016
"186",2020-09-08,98.9942682574459
"187",2020-09-09,98.3807292248472
"188",2020-09-10,97.8929853676186
"189",2020-09-11,97.9172111737546
"190",2020-09-12,97.9149438061982
"191",2020-09-13,97.9076703630768
"192",2020-09-14,97.665847362026
"193",2020-09-15,97.9781690445163
"194",2020-09-16,97.9337612447619
"195",2020-09-17,98.1321534556593
"196",2020-09-18,98.0439240350193
"197",2020-09-19,97.7769329747316
"198",2020-09-20,97.7350982354712
"199",2020-09-21,97.8632339818461
"200",2020-09-22,97.6272642006444
"201",2020-09-23,98.3362967054997
"202",2020-09-24,99.0541599062594
"203",2020-09-25,100.872965587298
"204",2020-09-26,101.682005671738
"205",2020-09-27,102.155532915193
"206",2020-09-28,102.952953770413
"207",2020-09-29,103.51197234008
"208",2020-09-30,104.090036430686
"209",2020-10-01,104.481161726267
"210",2020-10-02,102.893713097548
"211",2020-10-03,102.326518167828
"212",2020-10-04,101.635374456122
"213",2020-10-05,101.286669749246
"214",2020-10-06,101.652992856496
"215",2020-10-07,100.470994753687
"216",2020-10-08,99.2062432342134
"217",2020-10-09,98.9311632437432
"218",2020-10-10,98.6701122953393
"219",2020-10-11,98.4327492819169
"220",2020-10-12,97.7578786209648
"221",2020-10-13,96.8221848512858
"222",2020-10-14,96.0518905838078
"223",2020-10-15,95.7489167018745
"224",2020-10-16,95.3845757941669
"225",2020-10-17,95.7341907155061
"226",2020-10-18,96.0166195050087
"227",2020-10-19,97.1759528390338
"228",2020-10-20,99.5988121448785
"229",2020-10-21,103.052738376163
"230",2020-10-22,101.994671897715
"231",2020-10-23,101.403539140736
"232",2020-10-24,99.2030996750529
"233",2020-10-25,97.7492606149193
"234",2020-10-26,92.236692749283
"235",2020-10-27,89.4136707730222
"236",2020-10-28,86.4763022110304
"237",2020-10-29,87.852669958067
"238",2020-10-30,89.167852965234
"239",2020-10-31,89.2371874897509
"240",2020-11-01,89.9172629629366
"241",2020-11-02,94.0075127647959
"242",2020-11-03,95.0466215705108
"243",2020-11-04,94.5372563891121
"244",2020-11-05,93.8241703127137
"245",2020-11-06,92.6067844974388
"246",2020-11-07,92.8596588720003
"247",2020-11-08,92.7361684643725
"248",2020-11-09,92.6336096821537
"249",2020-11-10,91.9051271173202
"250",2020-11-11,92.0247906571285
"251",2020-11-12,92.188703298908
"252",2020-11-13,92.4526931067765
"253",2020-11-14,92.8810923398585
"254",2020-11-15,93.0785523959651
"255",2020-11-16,93.1214626171326
"256",2020-11-17,93.1874049048228
"257",2020-11-18,93.4657899772736
"258",2020-11-19,93.5089016868667
"259",2020-11-20,93.8961695346453
"260",2020-11-21,94.2231233292436
"261",2020-11-22,94.999343601852
"262",2020-11-23,96.0425722405024
"263",2020-11-24,97.2244845921601
"264",2020-11-25,99.0593421377489
"265",2020-11-26,101.906711142726
"266",2020-11-27,107.794604645317
"267",2020-11-28,110.097236300772
"268",2020-11-29,111.747126011013
"269",2020-11-30,114.655531228098
"270",2020-12-01,119.72829135836
"271",2020-12-02,122.907773849186
"272",2020-12-03,124.479314111235
"273",2020-12-04,122.504695997459
"274",2020-12-05,124.430383388356
"275",2020-12-06,125.481321743704
"276",2020-12-07,125.353570137836
"277",2020-12-08,123.546478821726
"278",2020-12-09,122.793123145536
"279",2020-12-10,123.526283799042
"280",2020-12-11,124.253353152634
"281",2020-12-12,124.350781247055
"282",2020-12-13,124.298856385304
"283",2020-12-14,124.644868730579
"284",2020-12-15,124.822051063499
"285",2020-12-16,125.05205093023
"286",2020-12-17,125.107338438721
"287",2020-12-18,126.610912925921
"288",2020-12-19,127.644199883116
"289",2020-12-20,128.814657967104
"290",2020-12-21,132.512151648566
"291",2020-12-22,139.05353500776
"292",2020-12-23,147.233254400489
"293",2020-12-24,144.816681083623
"294",2020-12-25,124.211081117574
"295",2020-12-26,111.235673168145
"296",2020-12-27,104.934041192726
"297",2020-12-28,93.13190657758
"298",2020-12-29,78.9985933294595
"299",2020-12-30,65.9357743830335
"300",2020-12-31,61.7979669745152
"301",2021-01-01,64.4593889035902
"302",2021-01-02,67.7434420913106
"303",2021-01-03,67.589715675554
"304",2021-01-04,70.8308545816728
"305",2021-01-05,73.7910127249127
"306",2021-01-06,73.7030760652915
"307",2021-01-07,73.3247931424594
"308",2021-01-08,82.4161558003378
"309",2021-01-09,83.8814199021587
"310",2021-01-10,84.4088588331332
"311",2021-01-11,83.7872314513825
"312",2021-01-12,82.1260717966528
"313",2021-01-13,80.5387840533621
"314",2021-01-14,80.0239402332667
"315",2021-01-15,79.6085121020736
"316",2021-01-16,79.9341561430231
"317",2021-01-17,79.6679816073708
"318",2021-01-18,79.3750524792605
"319",2021-01-19,79.5778960589721
"320",2021-01-20,80.0850669541294
"321",2021-01-21,80.542308756445
"322",2021-01-22,81.4665453561593
"323",2021-01-23,82.2262228187641
"324",2021-01-24,82.5847592681358
"325",2021-01-25,83.4151715974958
"326",2021-01-26,84.4102210091062
"327",2021-01-27,85.5639866381997
"328",2021-01-28,87.2999948545161
"329",2021-01-29,89.3067144633589
"330",2021-01-30,90.1122989285682
"331",2021-01-31,91.259616820252
"332",2021-02-01,92.2543629036082
"333",2021-02-02,92.9764295471407
"334",2021-02-03,92.7372742777372
"335",2021-02-04,91.7520466019681
"336",2021-02-05,90.5074144532334
"337",2021-02-06,90.1667412352576
"338",2021-02-07,89.3390327455811
"339",2021-02-08,88.2678481174262
"340",2021-02-09,87.147832369946
"341",2021-02-10,86.7591793361902
"342",2021-02-11,85.9081703323873
"343",2021-02-12,85.1775554729069
"344",2021-02-13,85.097276863822
"345",2021-02-14,84.77633223762
"346",2021-02-15,84.3139881541862
"347",2021-02-16,84.0579610698091
"348",2021-02-17,83.6527073735475
"349",2021-02-18,84.1715361965351
"350",2021-02-19,84.3615754163675
"351",2021-02-20,84.1815982090519
"352",2021-02-21,84.3980186391149
"353",2021-02-22,84.8457420905399
"354",2021-02-23,85.3271657148023
"355",2021-02-24,86.4534483211238
"356",2021-02-25,88.1685909985712
"357",2021-02-26,91.1234565494979
"358",2021-02-27,92.3448946746433
"359",2021-02-28,93.9505421087178
"360",2021-03-01,95.8290059650659
"361",2021-03-02,97.580937467611
"362",2021-03-03,98.0629132163416
"363",2021-03-04,97.442756181501
"364",2021-03-05,95.6629279376368
"365",2021-03-06,95.1614205471225
"366",2021-03-07,94.1982487132909
"367",2021-03-08,92.889977408692
"368",2021-03-09,91.6706017357688
"369",2021-03-10,91.117845476199
"370",2021-03-11,91.0837136553951
"371",2021-03-12,91.3460802259056
"372",2021-03-13,92.7125498133621
"373",2021-03-14,92.7057625045312
"374",2021-03-15,92.2711753173371
"375",2021-03-16,93.0778337860783
"376",2021-03-17,88.8276868170195
"377",2021-03-18,88.030751143897
"378",2021-03-19,87.3416753575621
"379",2021-03-20,85.4857392400392
"380",2021-03-21,85.271256876977
"381",2021-03-22,85.5599276109866
"382",2021-03-23,84.7487373327338
"383",2021-03-24,89.4964541356958
"384",2021-03-25,91.3042535089103
"385",2021-03-26,92.9452988384701
"386",2021-03-27,94.2688973549273
"387",2021-03-28,94.9746101045284
"388",2021-03-29,95.983292078407
"389",2021-03-30,97.2415683539941
"390",2021-03-31,98.8561843908276
"391",2021-04-01,101.247894955722
"392",2021-04-02,98.768282551821
"393",2021-04-03,98.3548312766851
"394",2021-04-04,95.9401246274956
"395",2021-04-05,91.4964447174472
"396",2021-04-06,91.0502257299347
"397",2021-04-07,89.908870686459
"398",2021-04-08,87.204623169062
"399",2021-04-09,88.3669773724742
"400",2021-04-10,88.1480803811286
"401",2021-04-11,90.1195981775302
"402",2021-04-12,93.8303979137288
"403",2021-04-13,93.371173578278
"404",2021-04-14,92.6659490840563
"405",2021-04-15,92.1654208152682
"406",2021-04-16,92.5008880027569
"407",2021-04-17,92.5410415118716
"408",2021-04-18,93.1059794170604
"409",2021-04-19,93.4133415485512
"410",2021-04-20,93.6164004312177
"411",2021-04-21,93.530364028872
"412",2021-04-22,93.6298088751826
"413",2021-04-23,94.7139066467257
"414",2021-04-24,95.1414628961296
"415",2021-04-25,95.140739152828
"416",2021-04-26,95.560237417985
"417",2021-04-27,95.9565211310431
"418",2021-04-28,97.6694989512643
"419",2021-04-29,99.2807429792091
"420",2021-04-30,101.362920128028
"421",2021-05-01,103.385593729698
"422",2021-05-02,103.653335523442
"423",2021-05-03,100.589275508953
"424",2021-05-04,101.010511795205
"425",2021-05-05,100.410281569851
"426",2021-05-06,99.4203901138512
"427",2021-05-07,96.8678116048298
"428",2021-05-08,95.1466018840742
"429",2021-05-09,95.1238854422943
"430",2021-05-10,98.739913313793
"431",2021-05-11,98.4089850365894
"432",2021-05-12,98.288555649922
"433",2021-05-13,98.4310729209744
"434",2021-05-14,98.8690578679497
"435",2021-05-15,99.368122866903
"436",2021-05-16,99.3511238085602
"437",2021-05-17,99.8752572714888
"438",2021-05-18,100.405574524114
"439",2021-05-19,101.247208023452
"440",2021-05-20,101.70623186982
"441",2021-05-21,102.490895514513
"442",2021-05-22,103.600032510379
"443",2021-05-23,104.488356767759
"444",2021-05-24,104.235947178331
"445",2021-05-25,104.561135738702
"446",2021-05-26,104.443117951391
"447",2021-05-27,105.35023547499
"448",2021-05-28,107.306344234043
"449",2021-05-29,107.845911166305
"450",2021-05-30,107.59688341471
"451",2021-05-31,108.793247198234
"452",2021-06-01,110.510088504134
"453",2021-06-02,111.746343212473
"454",2021-06-03,113.076814990377
"455",2021-06-04,112.718855899147
"456",2021-06-05,112.939904985028
"457",2021-06-06,112.858147646754
"458",2021-06-07,108.711925786297
"459",2021-06-08,106.834183894864
"460",2021-06-09,105.867110371776
"461",2021-06-10,104.603616367555
"462",2021-06-11,103.466154270371
"463",2021-06-12,102.718499582766
"464",2021-06-13,102.807677885722
"465",2021-06-14,105.933536391929
"466",2021-06-15,106.052697202923
"467",2021-06-16,106.177576004045
"468",2021-06-17,106.262737981968
"469",2021-06-18,106.400120297946
"470",2021-06-19,107.028400101116
"471",2021-06-20,107.661102924461
"472",2021-06-21,107.740665503253
"473",2021-06-22,107.623487365265
"474",2021-06-23,107.66743937765
"475",2021-06-24,107.764878737484
"476",2021-06-25,109.217494478003
"477",2021-06-26,109.469458428122
"478",2021-06-27,109.777229300716
"479",2021-06-28,110.877423044028
"480",2021-06-29,111.570103544547
"481",2021-06-30,113.194479650346
"482",2021-07-01,114.577904730571
"483",2021-07-02,113.553052490565
"484",2021-07-03,113.129811302509
"485",2021-07-04,112.821388748506
"486",2021-07-05,112.384277800839
"487",2021-07-06,112.551550777787
"488",2021-07-07,111.314464896414
"489",2021-07-08,109.841935641702
"490",2021-07-09,109.549740900658
"491",2021-07-10,109.365782027496
"492",2021-07-11,109.389800146203
"493",2021-07-12,108.988244783587
"494",2021-07-13,108.142968630475
"495",2021-07-14,107.794901082104
"496",2021-07-15,107.747036635629
"497",2021-07-16,107.277128098149
"498",2021-07-17,106.454536181001
"499",2021-07-18,105.988161209014
"500",2021-07-19,106.111407987458
"501",2021-07-20,106.135347369959
"502",2021-07-21,106.15348381306
"503",2021-07-22,106.173472011094
"504",2021-07-23,107.005244185862
"505",2021-07-24,108.121018642636
"506",2021-07-25,108.714185182515
"507",2021-07-26,109.388217078884
"508",2021-07-27,110.234679051086
"509",2021-07-28,111.470991163954
"510",2021-07-29,112.976722800525
"511",2021-07-30,114.562765621309
"512",2021-07-31,115.65549370463
"513",2021-08-01,116.904834760629
"514",2021-08-02,113.773131783253
"515",2021-08-03,114.248896749386
"516",2021-08-04,113.994908103996
"517",2021-08-05,113.121365594202
"518",2021-08-06,111.464954003908
"519",2021-08-07,110.100655719469
"520",2021-08-08,108.981158620733
"521",2021-08-09,112.006369127662
"522",2021-08-10,111.165905402938
"523",2021-08-11,110.879250115671
"524",2021-08-12,110.689233777379
"525",2021-08-13,110.467214135979
"526",2021-08-14,110.549926901019
"527",2021-08-15,110.599491707104
"528",2021-08-16,110.394323672181
"529",2021-08-17,110.387671817899
"530",2021-08-18,109.854122573796
"531",2021-08-19,109.804208670101
"532",2021-08-20,109.955210386616
"533",2021-08-21,110.322222628124
"534",2021-08-22,110.235672116422
"535",2021-08-23,110.223932059314
"536",2021-08-24,110.393158676067
"537",2021-08-25,111.422647987391
"538",2021-08-26,112.018605916268
"539",2021-08-27,113.283349183329
"540",2021-08-28,113.705016274042
"541",2021-08-29,114.645100131779
"542",2021-08-30,115.757673444631
"543",2021-08-31,117.093197572123
"544",2021-09-01,117.601797184321
"545",2021-09-02,117.593129485522
"546",2021-09-03,117.0414923252
"547",2021-09-04,117.009578760622
"548",2021-09-05,116.936551913164
"549",2021-09-06,115.923364146447
"550",2021-09-07,115.108469350561
"551",2021-09-08,114.168511614133
"552",2021-09-09,114.163648472392
"553",2021-09-10,114.204209309447
"554",2021-09-11,113.840050658287
"555",2021-09-12,113.70072590786
"556",2021-09-13,113.596418890153
"557",2021-09-14,112.317235041834
"558",2021-09-15,112.133025100551
"559",2021-09-16,111.85463264429
"560",2021-09-17,111.841720274937
"561",2021-09-18,112.243216772128
"562",2021-09-19,112.240073485414
"563",2021-09-20,112.387037968036
"564",2021-09-21,112.779520349033
"565",2021-09-22,112.491295057351
"566",2021-09-23,112.496183412149
"567",2021-09-24,113.461449891244
"568",2021-09-25,114.880482168562
"569",2021-09-26,115.219403492424
"570",2021-09-27,115.883425723584
"571",2021-09-28,116.987226616131
"572",2021-09-29,118.026743513121
"573",2021-09-30,120.189478348947
"574",2021-10-01,121.008359733668
"575",2021-10-02,120.677687785961
"576",2021-10-03,120.782164084037
"577",2021-10-04,120.350243224964
"578",2021-10-05,120.178124534163
"579",2021-10-06,119.518828854017
"580",2021-10-07,117.212139982063
"581",2021-10-08,115.35845168536
"582",2021-10-09,114.436801697354
"583",2021-10-10,113.768802197377
"584",2021-10-11,113.211109038647
"585",2021-10-12,112.246797931581
"586",2021-10-13,111.37407231865
"587",2021-10-14,110.892298687837
"588",2021-10-15,110.658954045519
"589",2021-10-16,110.545255093368
"590",2021-10-17,110.514005264663
"591",2021-10-18,110.402942795692
"592",2021-10-19,110.251368115599
"593",2021-10-20,110.674412246546
"594",2021-10-21,111.271327789555
"595",2021-10-22,112.328265436622
"596",2021-10-23,112.913249460192
"597",2021-10-24,113.457729914762
"598",2021-10-25,110.807397952594
"599",2021-10-26,111.964230953981
"600",2021-10-27,113.487210790891
"601",2021-10-28,115.64095171185
"602",2021-10-29,117.23074516563
"603",2021-10-30,117.73539474304
"604",2021-10-31,118.003904180518
"605",2021-11-01,122.697823495922
"606",2021-11-02,123.426126042332
"607",2021-11-03,122.976775352725
"608",2021-11-04,121.243105988805
"609",2021-11-05,119.796382036768
"610",2021-11-06,119.408628864142
"611",2021-11-07,119.297139816976
"612",2021-11-08,117.923071299769
"613",2021-11-09,116.628792044685
"614",2021-11-10,116.025533420112
"615",2021-11-11,116.058494133646
"616",2021-11-12,115.260453092889
"617",2021-11-13,115.153973150648
"618",2021-11-14,115.144591129409
"619",2021-11-15,115.08853144351
"620",2021-11-16,114.902892131044
"621",2021-11-17,115.101007516653
"622",2021-11-18,115.049531565821
"623",2021-11-19,115.701994426166
"624",2021-11-20,116.046994322737
"625",2021-11-21,116.119079264894
"626",2021-11-22,116.599133916231
"627",2021-11-23,117.08502403862
"628",2021-11-24,117.791012159785
"629",2021-11-25,121.327690974762
"630",2021-11-26,126.841115263522
"631",2021-11-27,129.460118967287
"632",2021-11-28,131.723556396618
"633",2021-11-29,134.445516815676
"634",2021-11-30,136.823676789366
"635",2021-12-01,138.575008706819
"636",2021-12-02,136.749856276179
"637",2021-12-03,132.345638558585
"638",2021-12-04,131.146982169348
"639",2021-12-05,129.817520397928
"640",2021-12-06,128.773703662352
"641",2021-12-07,124.843095536211
"642",2021-12-08,124.257885101309
"643",2021-12-09,125.417517114896
"644",2021-12-10,126.893287837076
"645",2021-12-11,127.591184405438
"646",2021-12-12,128.116439330728
"647",2021-12-13,129.144932233621
"648",2021-12-14,133.509454382604
"649",2021-12-15,135.233782874634
"650",2021-12-16,136.188509262577
"651",2021-12-17,137.678385991311
"652",2021-12-18,139.258361810245
"653",2021-12-19,140.284290740495
"654",2021-12-20,142.856639275915
"655",2021-12-21,147.069281860638
"656",2021-12-22,153.076927632452
"657",2021-12-23,159.772497587264
"658",2021-12-24,154.383087164639
"659",2021-12-25,137.430082069407
"660",2021-12-26,129.970542282932
"661",2021-12-27,118.655926644554
"662",2021-12-28,106.188691820784
"663",2021-12-29,92.4959232182816
"664",2021-12-30,77.5831003161114
"665",2021-12-31,72.6069696702643
"666",2022-01-01,76.7921618584949
"667",2022-01-02,79.5295410651533
"668",2022-01-03,80.4474044219919
"669",2022-01-04,84.2806900414145
"670",2022-01-05,87.079238159051
"671",2022-01-06,88.9474931817401
"672",2022-01-07,91.6935242360075
"673",2022-01-08,97.9579946541542
"674",2022-01-09,98.5132415079534
"675",2022-01-10,102.412625979659
"676",2022-01-11,102.313005999816
"677",2022-01-12,101.987694540667
"678",2022-01-13,102.508315683055
"679",2022-01-14,103.588390170591
"680",2022-01-15,104.659385965814
"681",2022-01-16,104.742192091929
"682",2022-01-17,104.388893439179
"683",2022-01-18,104.329452087778
"684",2022-01-19,104.225821856523
"685",2022-01-20,104.842098309238
"686",2022-01-21,105.961341189761
"687",2022-01-22,106.895228161507
"688",2022-01-23,107.842745528492
"689",2022-01-24,108.75023702661
"690",2022-01-25,110.161963172059
"691",2022-01-26,111.838860620941
"692",2022-01-27,113.394232733693
"693",2022-01-28,115.604572125802
"694",2022-01-29,116.760276999084
"695",2022-01-30,117.779293815322
"696",2022-01-31,119.646491097169
"697",2022-02-01,121.251533373279
"698",2022-02-02,121.737803910096
"699",2022-02-03,121.395758678183
"700",2022-02-04,119.908788270762
"701",2022-02-05,118.617618024564
"702",2022-02-06,117.955394805047
"703",2022-02-07,116.052825036634
"704",2022-02-08,113.709439733002
"705",2022-02-09,112.507613438899
"706",2022-02-10,112.052925490747
"707",2022-02-11,111.543334962987
"708",2022-02-12,111.693187458776
"709",2022-02-13,111.879005036826
"710",2022-02-14,111.938189351924
"711",2022-02-15,111.879279962882
"712",2022-02-16,111.303463390116
"713",2022-02-17,111.370019391165
"714",2022-02-18,109.964665198962
"715",2022-02-19,109.81002975988
"716",2022-02-20,108.661761024742
"717",2022-02-21,108.600697213604
"718",2022-02-22,109.256417833799
"719",2022-02-23,110.511093803436
"720",2022-02-24,111.591551420123
"721",2022-02-25,115.76951238504
"722",2022-02-26,117.361034753239
"723",2022-02-27,119.052381802657
"724",2022-02-28,121.760678400447
"725",2022-03-01,123.820146703516
"726",2022-03-02,124.60802893279
"727",2022-03-03,124.809572143187
"728",2022-03-04,123.773846088448
"729",2022-03-05,123.30516645651
"730",2022-03-06,122.86056690955
"731",2022-03-07,121.031557038278
"732",2022-03-08,119.282783412803
"733",2022-03-09,117.829785256437
"734",2022-03-10,117.501333705094
"735",2022-03-11,117.048296929477
"736",2022-03-12,116.257919751129
"737",2022-03-13,116.089774263781
"738",2022-03-14,115.978226549069
"739",2022-03-15,117.331239304843
"740",2022-03-16,123.098457674304
"741",2022-03-17,117.157793233551
"742",2022-03-18,109.877816213733
"743",2022-03-19,108.547349452311
"744",2022-03-20,107.749292368414
"745",2022-03-21,107.542499142266
"746",2022-03-22,105.952557757498
"747",2022-03-23,100.817810943676
"748",2022-03-24,106.724962517518
"749",2022-03-25,115.249551225463
"750",2022-03-26,118.519454382114
"751",2022-03-27,119.697977848008
"752",2022-03-28,120.28628745967
"753",2022-03-29,121.19385999481
"754",2022-03-30,122.452891039861
"755",2022-03-31,124.786941172659
"756",2022-04-01,125.274295561672
"757",2022-04-02,124.772199262998
"758",2022-04-03,125.034999207927
"759",2022-04-04,124.9171870506
"760",2022-04-05,125.336002216461
"761",2022-04-06,124.977595422875
"762",2022-04-07,123.34949738164
"763",2022-04-08,122.021814654719
"764",2022-04-09,121.615184550852
"765",2022-04-10,121.353886731685
"766",2022-04-11,121.940258731535
"767",2022-04-12,121.523307072311
"768",2022-04-13,122.159238916489
"769",2022-04-14,124.182188391927
"770",2022-04-15,121.293010556616
"771",2022-04-16,120.177253203729
"772",2022-04-17,117.105982239737
